f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
9528,B,-446,-1959,-1289,11781,-370,C,2392,A,-151,A,3239,-9924,803,2512,1443,-194,3101,B,F,A,-2516,A,7396,B,A,8531,-3498,,40,-3716,2310,,-8165,A,,28065,486,-237,J,L,,-4787,160,E,A,-262,1945,1826,-10884,16,-1131,-29202,-5668,-6979,325,-3805,220,,-13008,-6333,-2224,B,1532,164,,67,D,D,56
-10560,I,284,2093,1198,-12693,-174,A,-2514,A,245,H,-3595,11139,-953,-2579,-1677,-42,-3442,B,G,E,3313,A,-8490,N,A,-9743,4639,19001,671,4326,-2323,H,8501,C,5617,-31573,-503,265,B,E,A,5327,-507,L,B,457,,-1917,12226,-41,503,32955,5775,,,4557,-374,23804,14060,7148,2950,A,-1838,-308,6336,-38,I,P,56
-467,I,-1,263,-79,-448,69,C,-51,A,210,L,-50,354,-253,-99,-4,-125,-144,B,G,,402,,-503,A,A,-522,536,593,150,311,228,H,294,C,226,-1083,82,-145,B,E,G,132,7,E,B,-53,-105,144,409,121,-362,1185,108,221,191,330,-11,865,195,267,11,A,-41,-73,297,32,D,M,56
-22572,A,892,4896,2678,-27464,-247,E,-5547,B,572,K,-7096,24191,-1613,-5205,-3329,-213,-7373,D,G,E,6811,A,-17976,J,B,-20663,9443,40568,859,9163,-5289,A,18658,C,12556,-66592,-1026,699,D,D,A,11499,-882,C,B,776,-4980,-4408,26000,-170,1635,70049,13239,17079,-960,,-999,50242,30681,15213,6020,A,-3775,-580,13881,-202,I,B,56
8815,B,-333,-1784,-1309,10756,15,C,2292,A,-233,L,,-9160,280,1938,1430,-111,2721,B,I,A,-2364,A,7019,B,A,7868,-3097,-15703,278,-3076,2184,I,-7661,,-4994,25655,495,-429,J,J,,-4589,192,G,A,-246,1640,1737,-10140,-23,,-27202,-5433,-6531,416,-3391,264,-19663,,-5844,-2360,B,1410,165,-5374,-152,D,M,56
45976,E,-1919,-10042,-5807,55808,128,B,11551,C,,O,14783,-49164,2656,10540,7058,-48,14857,A,I,D,-13095,A,36495,L,G,41593,-18457,,-1121,,11119,D,-38671,A,-25434,135690,2424,-1671,E,K,F,-23559,1662,,A,,9641,8877,-53031,431,-4178,-142802,-27041,-34644,2219,,1797,-102752,-63374,-31165,-12168,E,7557,1094,-28072,-293,K,L,56
27506,H,-1190,-5876,-3680,33354,-51,F,,C,-637,D,9082,-29132,1652,6580,4353,171,8827,A,,A,-7771,A,21539,G,G,24676,-10689,-49094,,-10534,,E,-23280,A,-15321,80761,,-1053,F,J,E,-14121,943,P,A,-895,5732,5011,-31243,-65,-2726,-84840,-16557,-20370,1171,-11418,1101,-61030,-37626,-18498,-7065,B,,512,-16715,-268,H,I,56
20674,H,,-4310,-2837,24998,,F,5164,A,-696,A,6706,-21565,1312,5243,3061,-96,6616,B,G,,-5814,A,16207,G,A,18259,-7823,-36498,-240,-7879,4902,I,-17479,A,-11510,60530,1054,-686,J,J,E,-10424,672,P,A,-702,4302,3554,-23491,-237,-1991,-63322,-12109,-15136,1032,-8547,643,-45878,-27862,-13614,-5064,B,3369,498,-12396,-134,A,I,56
15786,,-674,-3156,-1960,19412,-55,F,,A,-516,A,5117,-16801,580,3509,2499,7,5118,B,G,A,-4358,A,12402,B,A,,-6084,-28674,210,-6069,4082,I,-13765,C,-9010,,988,-869,J,J,E,-8476,301,G,A,,3281,3090,-18038,186,-1558,-49495,-10052,-11621,801,-6355,503,-35303,-22133,-10928,-4168,B,2508,566,-9631,-169,A,D,56
-14078,A,417,,1773,-16858,0,A,-3486,A,313,K,-4375,14999,-1040,-3450,-2110,-101,-4334,B,F,E,4352,A,-11410,N,B,-12738,5775,24921,563,5762,,H,11487,,7532,-41634,-472,364,D,D,A,6965,-597,L,B,,-3175,-2611,15965,107,857,43292,7931,10655,-612,6264,-421,31274,18798,9456,3660,A,-2222,-424,8698,106,I,B,56
-48065,C,1916,10460,5974,-58233,48,D,-11774,B,1301,F,-15440,51167,-3057,-11595,-7462,-479,-15563,,G,C,13968,B,-37873,E,E,-43573,19450,86278,897,19018,-11355,G,39910,C,26691,-141863,-2502,1817,,I,C,24681,-1726,J,B,1343,-10164,-8933,55287,-107,3767,148900,29058,35904,-2034,20657,-1789,107229,65847,32540,12389,D,-7910,-1172,29290,-83,M,F,56
-3828,I,130,985,,-4679,103,C,-898,A,282,H,-1407,4276,-527,-823,-572,-92,-1215,B,I,E,1584,A,-3484,A,A,-3986,2235,7618,447,1790,-817,H,3136,C,2019,-12210,-182,-53,B,E,G,2302,-149,L,B,42,-970,-969,4724,-316,-40,12857,2253,3380,-247,2085,-153,9431,5563,3014,1110,A,-747,-126,2435,,J,P,56
18810,B,-640,-4082,-2479,22973,-115,F,4844,A,-460,A,6309,-20138,941,4367,3117,-5,6188,B,D,A,-5200,A,14704,B,A,16803,-7455,-33817,119,-7375,4531,I,-16091,A,-10674,55532,1197,-755,J,J,E,-9806,447,G,A,-515,3989,,-21595,169,-1847,-58649,-11542,-14071,908,-7856,746,-42080,,-12850,-4662,B,3024,391,-11455,-180,A,D,56
-3256,I,61,560,204,,-157,A,-662,A,225,H,-915,3457,-527,,-442,23,-949,,E,,1212,A,-2800,N,A,-3180,1699,5746,671,1439,-341,H,2364,C,1592,,-54,65,B,E,G,1598,-90,E,B,156,-833,-650,3561,-72,,9829,,2613,-6,1671,-54,7016,3833,2256,705,A,-711,-63,2134,-134,D,P,56
-36561,K,1374,8108,4432,-44398,-82,E,-9144,B,826,M,-11786,39001,-2672,,-5544,-340,-11838,D,D,C,10843,A,-29181,P,B,-33356,,65545,1263,14497,-8471,A,30473,C,,-108220,-1727,1146,G,H,C,18578,-1348,B,B,1037,-7946,-6786,,,2866,113687,21295,27645,-1351,15876,-1416,81587,49844,24806,9412,D,-5953,-1025,22381,-50,B,N,56
-9232,I,377,2146,1095,-11027,-48,A,-2141,A,185,H,-2977,9889,-899,-2456,-1249,-69,-3004,,I,E,3037,A,-7476,N,A,-8642,4366,16533,525,3826,-1827,H,7712,B,5048,-27655,-287,69,B,E,A,4724,-489,,B,447,-2174,-1649,10552,194,628,28685,5031,,-334,4294,-381,20852,12330,6250,2358,A,-1651,-388,5520,-376,J,P,56
,I,221,1002,729,-5859,72,A,-965,A,309,H,-1473,5253,-411,-1307,-559,-440,-1443,,A,E,,,,A,B,-4344,1947,8420,3,2131,-972,H,3906,A,2644,-13638,-366,524,B,E,G,2341,-107,E,B,,-1047,-667,5457,99,169,,3301,3203,146,2190,-257,10487,6216,3290,1258,A,,-66,3078,-119,J,P,56
-9649,I,353,,944,-11691,-139,A,-2447,A,160,H,-3122,10471,-1037,-2562,-1572,-204,-3200,B,I,E,2941,A,-7966,N,A,-8853,4246,17301,593,4042,-2115,H,,C,,-28941,-205,143,B,,A,,-300,L,B,,-2459,-1689,,66,483,30093,5258,7653,-326,4465,-357,21612,12709,6478,2469,A,-1691,-291,5864,-48,I,P,56
-1060,I,-102,278,-3,-1345,,A,-192,A,-50,L,-412,1372,-25,-243,-142,-268,-383,B,F,E,604,A,-1080,A,A,-903,837,1931,129,432,-103,H,631,A,291,-3149,-49,18,B,E,G,441,31,E,B,178,-331,,1243,260,-267,3372,519,693,104,557,-65,2345,1307,805,266,A,-224,54,,-235,D,M,56
-20982,A,934,4741,2536,-25484,-62,A,-5145,B,,K,-6698,22439,-1604,-5100,-3145,-338,-6703,D,G,E,6524,A,-16909,J,B,-19190,8510,37322,1052,8670,-4847,A,17460,C,11610,-62337,-1060,551,,D,A,10686,-746,C,B,705,-4668,-3966,24310,140,1356,64980,12082,15855,,9243,-777,46991,28269,14306,5665,A,-3481,-375,12723,-103,I,B,56
4048,B,-78,-968,-637,4955,-203,C,1040,A,-77,L,1219,-3979,152,1068,525,-170,1294,B,D,A,-944,A,2883,A,,3303,-1196,-6461,473,-1284,1185,I,-3349,C,-2354,,408,-208,B,L,G,-2112,105,E,B,-196,794,543,-4354,-164,-553,-11724,-2420,-2622,180,-1474,185,-8518,-5411,,-838,B,563,38,-2326,-155,D,M,56
-49926,C,2082,11005,6320,-60520,-267,D,-12417,B,1352,F,-16117,53308,-3507,-12016,-7833,-468,-16459,D,D,C,14760,B,-39564,E,F,-45300,20239,89520,1509,19639,-11601,G,41641,B,27761,-147936,-2387,1615,K,I,,25542,-1753,A,B,1444,-10820,,57353,-64,3907,155014,29411,37671,-2244,21656,-1875,111608,67984,33935,13087,D,-8285,-1336,30535,-369,M,F,56
-2367,I,200,640,174,-2826,-79,A,,A,197,H,-723,2578,-199,-415,-264,-332,-801,B,G,E,918,A,-1870,A,A,-2470,1258,4335,62,1024,-390,H,1918,A,1316,,-82,100,B,,G,1242,-67,E,B,62,-571,-401,2808,-31,,7661,1487,1744,77,1197,-175,5363,3149,1779,691,A,-426,-96,1786,-156,J,P,56
14581,B,-688,-3017,-1843,17638,-282,C,3750,A,-280,A,4819,-15338,919,3595,2275,68,4561,B,I,A,-3888,A,11209,B,A,12999,,-25654,11,-5626,3402,I,-12577,A,-8181,42493,719,-809,J,J,E,-7274,539,G,A,-431,3106,2469,-16643,-97,-1551,-44551,-8743,-10716,762,-6057,417,-32003,-19604,,-3798,B,2155,272,-8813,,A,D,56
-27361,A,990,6001,3253,-33215,-118,A,-6831,B,841,K,-8744,29192,-1862,-6321,-4226,-203,-9077,D,I,E,8140,A,-21789,P,B,-25060,11511,49356,927,11160,-6435,,22526,C,15030,-81051,-1270,897,G,D,A,13943,-996,B,B,878,-5997,-5048,31550,55,2028,85242,15981,20687,-1242,12083,,61491,37377,18610,7241,A,-4432,-764,16710,21,C,E,56
8933,B,-381,-1943,-1105,10562,66,,2385,A,-47,A,2858,-9380,469,2198,1211,-177,2993,B,I,A,-2086,A,6875,B,A,7743,,-15592,-272,-3358,2251,I,,A,-5070,26030,419,-229,J,L,G,-4626,195,E,A,-238,1960,1513,-10172,-113,-1208,-27255,-5163,-6661,617,-3669,334,-19531,-11918,-5956,-2195,B,1357,151,-5370,-290,D,M,56
15537,B,-448,-3416,-2117,18709,-90,F,3968,A,-273,A,4893,-16235,755,3315,2343,-13,5006,B,M,A,-4086,A,12022,B,A,13619,-6042,-27515,-164,-5896,3877,,-13224,C,-8495,45134,869,-538,J,J,E,-7851,510,G,A,-441,3248,3230,-17691,214,-1443,-47850,-8981,-11600,717,-6365,647,-34436,-21440,-10447,-4194,B,2418,485,,-241,A,D,56
-25748,A,998,,3026,-30963,-145,E,-6459,B,513,M,-8178,27619,-1805,-5863,-4084,-145,-8383,D,K,E,7700,A,-20726,J,B,-23599,10801,46330,1005,,-6115,A,21408,C,14294,-76266,-1354,824,D,D,A,13425,-973,B,B,667,-5649,-5251,29641,-209,1876,80071,15062,19777,-1284,11397,-1064,57891,35373,,6934,A,-4410,-662,15851,-7,C,E,56
7116,B,-419,-1416,-838,8780,39,C,1856,A,,L,2368,-7525,731,1354,1230,-346,2416,B,G,A,-1854,A,5952,A,A,6554,-3192,-12962,-439,-2716,1815,I,-6193,,-3532,21586,330,,J,L,G,-3657,131,E,A,-254,1291,1559,-8445,-36,-958,-22817,-3529,-5744,572,-3109,377,-16009,-9930,-4868,-2062,B,1199,139,-4276,-260,D,M,56
18644,B,,-3829,-2346,22578,,C,4752,A,-444,A,5991,-19655,1490,4383,2839,,6337,B,F,A,-4921,A,14917,G,G,,-7308,-33262,-435,-7242,4663,I,-15929,A,-10300,55283,893,-297,J,J,E,,635,G,A,-499,4005,3648,-21419,-71,-1880,-58081,-10799,,936,-7822,737,-41743,-25291,-12624,,B,,429,-11280,-466,A,D,56
-22435,A,804,5046,2724,-27206,102,,-5336,B,586,K,-7181,24036,-1386,-5604,,-555,-7191,,I,E,6891,A,-17492,J,B,-20042,8853,40140,38,9020,-5174,A,18868,C,12750,-65749,,836,D,D,A,11572,-650,C,B,,-4925,-3973,25763,56,1649,69451,13764,16453,-595,,-859,50037,30778,15089,5587,A,-3660,-531,13694,-265,I,B,56
,E,-1877,-10868,-6139,59577,-213,B,12364,C,-1267,G,15806,-52379,3156,11437,7583,,16007,A,I,D,-13996,B,39043,L,C,44388,-19647,-87867,-1234,-19260,11916,D,-41384,D,-27341,144884,2738,-1710,E,K,,-25294,1840,O,A,-1536,10397,,-56380,240,-4397,-152632,-28768,-37018,2290,-21000,,-109427,-67455,-33115,-12850,E,7949,1335,-29908,-135,O,L,56
1760,I,-83,-429,-387,2278,38,C,524,A,-69,L,635,-1655,-148,139,371,44,577,B,I,E,-305,A,1068,A,A,1338,-326,-3087,417,-393,762,H,,C,-1135,4519,255,-44,B,L,G,-1092,26,E,B,-139,103,276,-1953,436,-320,-5176,-1478,,49,-309,,-3654,-2772,-1180,-413,A,,1,,-150,D,M,56
38241,E,-1665,-8238,-4639,46383,-228,F,9528,C,-1138,O,12369,-40649,,9128,5853,-31,12211,A,F,A,-10766,A,30091,L,C,34454,-14968,-68315,-926,-14900,9329,E,-32107,D,-21502,112735,1967,-1359,E,A,F,-19583,1189,D,A,,8085,7361,-43938,122,-3485,-118521,-22658,-28476,2034,-16363,1596,-85245,-52461,-25669,-9930,B,6370,1022,-23172,-183,H,O,56
31242,H,-1167,-6718,-4053,,,F,7822,C,-614,D,10035,,2316,7602,4990,,10184,A,F,A,-8909,A,25142,K,G,28246,-12481,-55897,-963,-12375,7482,E,-26241,D,-17411,92627,1527,-742,,A,E,-16004,1146,P,A,-898,6656,6047,-35819,41,-3034,-97232,-17694,-23839,1603,-13442,1227,-69871,-42540,-21069,-8267,B,5075,765,,-115,H,I,56
32567,H,-1255,-6938,-4028,39625,37,F,8243,C,-965,D,10492,-34699,1865,7481,5149,29,10660,,I,A,-9270,A,25815,K,A,29417,-12994,-58577,-571,-12770,8069,E,-27563,,-18230,96195,1850,-1007,F,,E,-16738,1194,D,A,-1019,6865,6351,-37442,,-3097,-101349,-19192,-24618,1491,-13836,1276,-72829,-44803,-22064,-8221,B,5529,800,-19897,-179,H,O,56
-9237,I,280,2117,1073,-11030,107,A,-2089,A,300,H,-2913,9765,-907,-2238,-1327,-107,-2999,B,D,E,,,-7581,N,B,-8388,4011,16222,540,3753,-1827,H,7405,C,4977,-27169,-422,231,B,E,A,4515,-482,L,B,382,-1945,-1665,10344,105,573,28333,5093,7047,-325,4242,-325,20436,12024,6388,2469,A,-1470,-287,5554,-115,J,P,56
32580,H,-1291,-7184,-3974,39772,-143,F,8081,,-854,D,10477,-34661,1835,7587,5108,249,10671,A,C,A,-9100,A,25559,K,A,29161,-12614,-58613,,-12483,8106,E,-27615,A,-18389,95825,1774,-1293,F,A,E,-16800,1137,D,A,-920,6765,6222,-37492,88,,-101138,-20028,-24214,1486,-13679,1234,-72728,-45055,-22100,-8649,B,5319,,-19768,-172,H,O,56
61804,G,-2424,,-7728,75490,72,H,15462,C,-1548,I,20170,-66082,3661,14518,9847,,20225,A,I,D,-17940,B,48717,I,C,55854,-24534,-111148,-1203,-23988,14947,D,-52216,A,-34679,182664,3386,-2179,H,B,,-31692,2158,K,A,-1972,12852,11685,-71060,228,-5478,-192375,-37286,-46288,3021,-26394,2216,-138306,-85166,-42122,-16054,,10105,1601,,-151,O,H,56
5382,B,-77,-1198,-834,6968,-51,,1472,A,-189,L,1819,-5870,,1287,1043,-287,1772,B,E,A,-1220,A,4415,B,A,,-2131,-10033,68,-2042,1473,I,,A,-3166,16085,414,-60,J,L,G,-2938,399,E,B,-119,1131,1217,-6226,-69,-770,-17199,-3505,-4158,324,-2211,279,-12408,-7802,-3631,-1288,B,871,172,-3403,-202,D,M,56
-27217,A,883,6308,3058,-32987,,E,-6824,B,,M,-8629,29426,-1885,-6306,-4185,-271,-8877,D,J,E,8183,A,-21759,P,B,-25301,11479,,966,11143,-6438,A,22798,C,15175,-81123,-1350,734,G,D,A,14248,-932,B,B,,-5997,-5230,31568,-16,,85032,15811,20961,-1255,11897,-1079,61396,37593,18607,7309,A,-4731,-788,16820,33,I,E,56
13130,B,-465,-2752,-1660,15718,-14,C,3247,A,-450,A,4173,-13636,729,3184,2125,,,B,E,A,-3493,A,,B,A,11496,-4746,-22833,-64,-4926,3135,I,-11114,C,-7189,37745,787,-657,J,J,G,-6569,462,,A,-335,2816,2353,-14803,66,-1194,-39624,-8060,-9412,440,-5268,458,-28396,-17594,-8659,-3227,B,2076,162,-7796,40,A,D,56
13142,B,-529,-2684,-1742,,-36,C,3217,A,-440,A,4228,-14035,724,2869,1923,-152,4339,B,I,A,-3567,A,10666,B,,,-5210,-23903,-333,-5099,3454,I,-11378,A,-7348,39356,894,-173,J,J,G,-7033,416,G,A,-362,2671,2578,-15323,97,-1344,-41544,-7756,-10131,777,-5603,635,-29878,-18526,-9037,-3551,B,2238,136,-8029,-285,A,D,56
36895,E,,-7880,-4617,44854,-178,F,9241,C,-886,O,12061,,2801,8703,5692,-6,12181,A,F,A,-10523,A,29557,K,G,33330,-14765,,-1031,-14590,9004,E,-31284,A,,109747,1779,-1346,,A,F,-18889,1161,D,A,-1137,7871,6929,-42376,-54,,-115035,-21358,-28158,1670,-15904,1427,-82772,-50470,-25010,-9705,B,6089,877,-22582,-141,H,O,56
-10380,I,377,2265,998,-12390,-56,A,-2472,A,136,H,-3562,11021,-667,-2404,-1563,-14,-3427,B,I,E,3120,A,-8558,N,E,-9690,4661,18777,758,4436,-2325,H,8590,C,5447,-30911,-455,204,B,E,A,5457,-363,,B,356,-2290,-1890,12093,-157,469,32565,5799,8209,-502,4729,-332,23346,14014,7245,2824,A,-1682,-378,6418,7,I,P,57
-21361,A,593,4780,2686,-25668,89,E,-5122,B,614,K,-6709,22821,-1577,-5201,-3234,-149,-6824,D,F,E,6416,A,-16783,J,E,-19348,8593,37986,439,8467,-4844,A,17529,C,,-62599,-1187,909,D,D,A,10785,-622,C,B,653,-4614,-3975,24299,84,1421,65651,12567,15577,-890,9152,-735,47244,29033,14435,5436,,-3606,-571,13095,-73,,B,57
22989,H,-904,,-3302,28321,-66,F,5857,A,-701,D,7536,-24576,1370,5401,3636,-12,7632,B,G,A,-6255,A,18316,G,G,20795,-8988,-41606,-265,-8948,5845,I,-19720,A,-13106,68218,1276,-980,F,J,E,-11859,895,P,A,-557,4873,4437,-26696,104,-2198,,-13858,-17415,1214,-9716,777,-51533,-31956,-15733,,B,3746,576,-14127,-169,A,I,57
7370,B,-283,-1469,-873,8895,195,C,1950,A,5,L,2450,-7731,703,1600,1091,,2569,B,A,A,-1796,A,6035,A,A,6710,-3239,-13166,-418,-2812,1944,I,-6323,A,-3864,21969,477,-152,J,L,G,-3941,441,E,B,-64,1563,1473,-8583,41,-947,-23106,-3615,-5891,577,-3194,397,-16544,-10282,-5122,-1996,B,1262,219,-4295,-265,D,M,57
11090,,-435,-2330,-1444,,-44,C,,A,-167,A,3765,-11999,703,2434,1660,-284,,B,E,,-3120,A,9125,B,B,10035,-4551,-20152,-506,-4294,2784,,-9549,A,-6100,33009,491,-318,J,L,G,-5837,320,G,A,-121,2178,2332,-12701,,-1179,-35054,-6153,-8759,861,-4588,508,-25396,-15362,-7678,,B,1869,107,-6776,-195,D,D,57
-7471,I,,1793,796,-9092,-241,A,-1974,A,153,H,-2201,,-696,-1754,-1082,-221,-2544,B,,E,2678,A,-6238,A,B,-7018,3584,13916,466,3112,-1651,H,5908,C,4335,-22625,-246,9,,E,G,4014,-265,,B,27,-1645,-1425,8937,-53,468,23936,4126,,-190,3403,-178,17152,10585,5234,2089,A,-1343,-383,4684,-189,I,P,57
-10098,I,229,2153,1192,,-61,A,-2503,A,257,H,-3050,10983,-717,-2463,-1417,-299,-3382,B,G,E,3257,,-8198,N,B,-9432,4486,18282,324,4200,-2334,H,8395,C,5700,-29956,-410,370,B,E,A,,-338,L,B,450,-2336,-1993,11481,-15,553,31420,5924,7653,-328,,-338,22564,13801,7046,2670,A,-1543,-446,6162,-153,J,P,57
-12900,A,436,2886,1678,-15701,-272,A,-3097,A,240,H,-3972,13959,,-2648,-2004,-163,-4036,B,G,E,4030,A,-10642,N,B,-11930,5796,23752,538,5317,-3259,H,10684,C,7265,-38746,-554,49,D,E,A,6600,-493,L,B,,-2753,-2564,15318,-206,,40969,7560,10102,-634,5855,-612,29599,17931,9006,3522,A,,-476,8067,-98,J,B,57
31391,H,-1286,-6786,-4047,38255,18,F,7821,C,-744,D,10124,-33283,1919,7209,5015,-15,10271,A,E,A,-8752,A,24801,K,G,28247,-12437,-56480,-678,-12154,7842,E,-26617,A,-17495,92278,,-1058,F,A,E,-16192,1026,D,A,-1015,6485,6149,-36076,41,-2883,-97588,-18711,,1543,-13197,1131,-70156,-43268,-21395,-8203,B,4956,733,-19127,-135,H,O,57
-30412,K,,6931,3886,-36971,-253,E,-7500,B,895,K,-9739,32876,-1526,-6971,-4698,-490,-9848,D,D,E,,A,-23906,P,B,-27464,,55028,456,12194,-7570,A,25239,C,17213,-89632,-1681,1269,G,H,C,15674,-773,B,B,783,-6401,-5746,35175,-247,2260,94751,18979,22511,-1086,13326,-1203,68022,42251,20825,7831,A,-5202,-629,18784,-130,C,E,57
9832,B,,,-1368,,-63,C,2538,A,-272,A,3290,-10122,870,2379,1483,-385,3236,B,E,A,-2476,A,7897,B,A,8844,-3801,-17131,-562,-3577,2264,I,-8356,A,-5340,29066,43,-174,J,,G,-4711,175,E,A,-291,2200,1858,-11298,-56,-1358,-30068,-4913,-7765,691,-4151,301,-21624,-12608,-6329,-2552,B,1569,283,-5907,-269,D,D,57
-3838,I,86,880,327,-4477,-316,C,-902,A,123,H,-1075,4326,,-1158,,29,-1326,B,G,E,1478,A,-3410,N,B,-3787,2060,6782,548,1769,-906,H,,A,1932,-11863,-165,-23,B,E,G,1966,-134,E,B,235,-1026,-527,4488,67,,11943,1787,3185,-98,1859,,8775,4936,2793,907,A,-747,-92,2314,-32,J,P,57
-21607,A,846,4760,2635,-26253,-199,E,-5316,B,412,,-6822,23224,-1641,-5093,-3379,-341,-7044,D,D,E,6606,A,-17286,J,E,-19881,8931,38971,819,8603,-4952,A,17857,C,12085,-63992,-1209,582,D,D,A,10945,-710,C,B,770,-4580,-4205,24967,-134,1624,67327,12873,16192,-870,9483,-800,48359,29806,14793,5619,A,-3741,-478,13297,-223,I,B,57
-51791,C,1956,11462,6361,-63024,-36,,-12937,B,,F,-16754,55475,-3225,-12172,-7989,-529,-16885,,G,,15392,B,-41255,E,B,-47092,21248,93463,1178,,-12232,G,43400,C,28941,-153322,-2675,1662,K,I,C,26787,-1767,A,B,1591,-11090,-9769,59881,-387,3942,161402,30930,39152,-2286,22561,-2124,116018,71582,35392,13774,D,-8475,-1298,31877,-69,B,F,57
22943,H,-824,-4919,-2810,27743,39,F,,A,-613,D,7570,-24027,,5392,3573,,7446,B,E,A,-6336,A,18296,G,G,20515,-8900,-40630,-580,-8952,5498,I,-19346,A,-12835,67527,1029,-723,F,J,E,-11695,735,P,A,-654,4899,4295,-26189,58,-2109,-70874,-13311,-17108,1230,-9651,860,-51004,-31041,-15419,-5971,B,3698,762,-13900,-305,A,I,57
25699,H,-847,-5778,-3308,31341,-60,F,6537,A,-761,,8240,-27446,1396,5904,4069,-31,8374,B,E,A,-6949,A,20187,G,A,23065,-9990,-46244,-117,,6344,E,-21711,C,-14347,75500,1624,-1003,F,J,E,-13228,775,P,A,-800,5457,4720,-29605,139,-2333,,-15537,-18985,1389,-10829,952,-57390,-35475,-17586,-6667,B,4375,642,,-216,A,I,57
-4031,I,258,1022,368,-4692,-189,C,-1056,A,47,H,-1001,4350,-229,-759,-562,-256,-1415,B,E,E,1323,A,,A,A,-3604,1780,7336,48,1624,-1194,H,3381,C,2256,-11801,-245,,B,E,G,2155,-84,L,B,194,-961,-743,4687,,138,12492,2494,2993,-171,1834,-78,9038,5689,2763,1136,A,-659,-107,2656,-279,J,P,57
-39493,K,1695,8750,4885,-48111,-71,E,-9687,,1073,F,-12676,42279,-2712,-9379,-6000,-370,-12788,D,G,C,11854,A,-31540,P,E,-36050,16234,,1175,15926,-9196,G,33060,C,22049,-117114,-2029,1310,G,H,C,20260,-1395,J,B,1221,-8498,-7462,45608,-98,,123054,23218,29858,-1677,17395,-1293,88377,54054,27038,10256,D,-6396,-1119,24017,-111,B,N,57
-1043,I,-33,296,86,-1067,63,C,-85,A,108,L,-216,912,49,-523,-250,-489,-208,B,G,E,557,A,-391,A,A,-684,-30,1340,-469,411,-87,H,528,A,722,-1992,-204,378,B,L,G,221,76,E,,9,-415,293,822,67,-221,2029,1334,-88,-68,71,-48,1531,990,667,-98,A,-25,-99,715,-412,J,M,57
,I,121,308,-212,-232,-182,C,-243,A,105,L,-167,721,-281,-154,-39,-77,-121,B,F,E,443,A,-693,A,A,-515,620,805,384,197,164,,150,C,193,-1943,132,-30,B,E,,,5,E,B,190,-179,-2,670,-27,-69,1653,-323,558,216,387,38,,403,562,194,,-100,-82,230,-31,D,M,57
30858,H,-1180,-6606,-3860,37416,-22,F,,,-652,D,9992,-32732,1785,7130,4804,26,10041,A,G,A,-8575,A,24455,K,G,27687,-12091,-55306,-509,-12074,7701,E,-25947,A,-17229,90883,,-1047,F,A,E,-15799,966,P,A,-972,6495,5650,-35438,41,-2833,-95761,-18429,-22960,1297,,1052,-68828,-42602,-20793,-7971,B,5104,716,-18740,-90,H,I,57
6540,B,-308,-1460,-1044,8219,24,C,1764,A,-173,L,2196,-7013,-109,1427,1113,-187,2227,,G,A,-1617,A,5009,A,A,5906,-2068,-11890,42,-2534,2000,I,-5860,C,-3711,18979,338,-307,J,L,G,-3431,225,E,A,-137,1203,1197,-7602,212,-839,,-4338,-4737,465,-2536,301,-14515,-9477,-4417,-1583,B,1009,59,,-244,D,M,57
8049,,-438,-1788,-978,,-80,C,2002,A,-26,A,2693,-8469,356,1729,1228,-338,2685,B,E,A,-2048,A,6707,B,G,7553,-3393,-14745,-520,-2903,2099,,-6917,A,-4526,24312,333,-37,J,L,G,-4113,263,E,A,-346,1736,1931,-9637,237,-861,-25886,-4266,-6675,569,-3542,332,-18446,-11191,-5647,-2319,B,1329,,-4939,-299,D,M,57
25919,H,-1056,-5717,-3483,31458,167,F,6644,A,-758,D,8352,-27660,1593,5771,3965,-145,8505,B,I,A,-7260,A,20646,G,G,23495,-10356,-46476,-593,-10068,6284,E,-21931,A,-14539,76706,1250,-828,F,A,E,-13250,886,P,,,,5135,-29957,308,-2532,-80738,-15457,-19361,1189,-11243,951,-58156,,-17731,-6567,B,,722,-15883,-169,A,I,57
16008,B,-559,-3473,,19283,-132,C,4270,A,-356,A,5488,-17094,1244,3887,2645,-294,5184,,E,A,-4321,A,12577,B,A,14334,-6396,-28243,-542,-6263,3757,I,-13515,A,-8850,47162,760,-383,J,J,E,-8056,582,G,A,-445,3467,3007,-18307,-61,-1680,-49686,-9134,-12095,725,-6940,560,-35484,-21586,-10698,-3989,B,2449,456,-9568,-12,A,D,57
27714,H,-1137,-6132,-3586,33825,-56,F,7075,C,-668,D,9075,-29681,1863,6355,4442,-50,9113,A,E,,-7799,A,22289,G,G,25269,-11198,-50023,-732,-10880,6972,E,-23438,A,-15279,82557,1511,-801,F,J,E,-14378,871,P,A,,5738,5447,-32173,281,-2662,-86767,-16175,-21251,1376,-12021,900,,-38300,-19116,-7288,B,,829,-17132,-279,H,,57
